Complete NA Playstation Plus Master List by u/ABattleVet,913,Try restoring licenses to get DLC to unlock,,,Game Pass,,,,,,,,,,
Game,System,Tier,Status,Added,Removed,Months,Release,Age,Metacritic,User,Completion,Genre,Notes / Original System,PC Streaming,Local Multiplayer
Street Fighter III: Third Strike - Online Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2011,10.87,86,,,,PS3,Yes,
STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 1: HOMESTAR RUINER,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2008,14.18,76,,,,PS3,Yes,
STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 2: STRONG BADIA THE FREE,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2008,14.18,82,,,,PS3,Yes,
STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 3: BADDEST OF THE BANDS,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2008,14.18,79,,,,PS3,Yes,
STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 4: DANGERESQUE 3: THE CRIMINAL PROJECTIVE,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2008,14.18,81,,,,PS3,Yes,
STRONG BAD'S COOL GAME FOR ATTRACTIVE PEOPLE - EPISODE 5: 8-BIT IS ENOUGH,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2008,14.18,82,,,,PS3,Yes,
Super Puzzle Fighter II Turbo HD Remix,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2007,14.88,82,,1,Action,PS3,Yes,
Super Stardust HD,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2007,14.97,85,,,,PS3,Yes,
Super Street Fighter II Turbo HD Remix,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2008,13.62,87,,1,Fighting,PS3,Yes,
Tales from Space: About a Blob,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2011,11.37,76,,,,PS3,Yes,
Tales from Space: Mutant Blobs Attack,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2014,8.04,81,,,,PS3,Yes,
The Awakened Fate: Ultimatum,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2015,7.29,65,,,,PS3,Yes,
The Darkness,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2007,15.04,80,,,,PS3,Yes,
The Darkness II,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2012,10.37,79,,,,PS3,Yes,
THE ELDER SCROLLS IV: OBLIVION,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2006,16.24,94,,28,RPG,PS3,Yes,
The Guided Fate Paradox,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2013,8.62,74,,,,PS3,Yes,
The King of Fighters XIII,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2011,10.62,77,,,,PS3,Yes,
The Last Guy,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2008,13.87,77,,,,PS3,Yes,
The Secret of Monkey Island: Special Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2010,12.21,87,,,,PS3,Yes,
The UnderGarden,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2011,11.37,63,,,,PS3,Yes,
Thunder Wolves,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2013,8.87,62,,,,PS3,Yes,
TOKYO JUNGLE,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2012,9.79,74,,,,PS3,Yes,
Toy Home,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2007,14.54,57,,,,PS3,Yes,
Trash Panic,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2009,13.04,72,,,,PS3,Yes,
TRINITY: Souls of Zill O'll,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2011,11.37,55,,,,PS3,Yes,
Tron: Evolution,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2010,11.54,58,,,,PS3,Yes,
Truck Racer,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2014,8.37,78,,,,PS3,Yes,
Urban Trial Freestyle,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2013,9.37,64,,,,PS3,Yes,
Velocity Ultra,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2013,8.96,87,,,,PS3,Yes,
Vessel,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2012,10.37,84,,,,PS3,Yes,
Voodoo Chronicles: The First Sign,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2011,10.79,57,,,,PS3,Yes,
Wakeboarding HD,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2010,12.29,63,,,,PS3,Yes,
Warlords,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2012,9.70,72,,,,PS3,Yes,
WARRIORS OROCHI 3,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2012,10.29,70,,,,PS3,Yes,
Warriors: Legends of Troy,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2011,11.29,44,,,,PS3,Yes,
Way of the Samurai 3: Plus,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2009,12.71,58,,,,PS3,Yes,
Way of the Samurai 4: Plus,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2012,9.87,58,,,,PS3,Yes,
When Vikings Attack!,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2012,9.62,73,,,,PS3,Yes,
White Knight Chronicles: International Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2010,12.37,64,,,,PS3,Yes,
Wizardry: Labyrinth of Lost Souls,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2011,11.13,57,,,,PS3,Yes,
XBLAZE Code: Embryo,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2014,8.04,43,,,,PS3,Yes,
XBlaze Lost: Memories,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2015,7.18,63,,,,PS3,Yes,
XCOM: Enemy Within,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2013,8.59,88,,28,Strategy,PS3,Yes,
YAIBA: NINJA GAIDEN Z,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2014,8.29,43,,,,PS3,Yes,
Zack Zero,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2012,10.45,60,,,,PS3,Yes,
Zen Pinball 2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2013,8.54,86,,,,PS3,Yes,
Zombie Tycoon 2: Brainhov's Revenge,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2013,9.21,63,,,,PS3,Yes,
Red Dead Redemption,PS5/PS4,Premium (Streaming Only),Removed,Jun 2022,Oct 2022,4.14,May 2010,12.08,95,,18,Action,PS3,Yes,
Red Dead Redemption: Undead Nightmare,PS5/PS4,Premium (Streaming Only),Removed,Jun 2022,Oct 2022,4.14,Oct 2010,11.64,87,,7,Action,PS3,Yes,
Syberia,PS5/PS4,Premium (Streaming Only),Removed,Jun 2022,Jul 2022,1.05,Jan 2002,20.44,50,,10,Adventure ,PS3,Yes,
Batman: Arkham Knight,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Jun 2015,5.39,87,,17,Adventure,Must claim on a PS5,No,
Battlefield 1,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Oct 2016,4.12,89,,7,Shooter,Must claim on a PS5,No,
Bloodborne,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Mar 2015,5.64,92,,34,Action,Must claim on a PS5,No,
Call of Duty: Black Ops III - Zombies Chronicles Edition,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,May 2017,3.50,78,,9,Shooter,Must claim on a PS5,No,Yes
Crash Bandicoot N. Sane Trilogy,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Jun 2017,3.37,86,,15,Action Platformer,Must claim on a PS5,No,
Days Gone,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Apr 2019,1.55,71,,37,Shooter,Must claim on a PS5,No,
Detroit: Become Human,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,May 2018,2.46,78,,12,Interactive Story,Must claim on a PS5,No,
Fallout 4,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Nov 2015,5.01,87,,27,Shooter,Must claim on a PS5,No,
Final Fantasy XV: Royal Edition,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Mar 2018,2.69,77,,27,RPG,Must claim on a PS5,No,
God of War (2018),PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Apr 2018,2.57,94,,21,RPG,Must claim on a PS5,No,
inFAMOUS: Second Son,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Mar 2014,6.65,80,,10,Action,Must claim on a PS5,No,
Monster Hunter: World,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Jan 2018,2.80,90,,50,Action,Must claim on a PS5,No,
Mortal Kombat X,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Apr 2015,5.59,83,,6,Fighting,Must claim on a PS5,No,Yes
Ratchet & Clank (2016),PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Apr 2016,4.59,85,,10,Platformer,Must claim on a PS5,No,
Resident Evil 7: biohazard,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Jan 2017,3.81,86,,11,Shooter,Must claim on a PS5,No,
The Last Guardian,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Dec 2016,3.94,82,,12,Adventure,Must claim on a PS5,No,
The Last of Us: Remastered,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Jul 2014,6.30,95,,15,Shooter,Must claim on a PS5,No,
Uncharted 4: A Thief's End,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,May 2016,4.51,93,,15,Shooter,Must claim on a PS5,No,
Until Dawn,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2023,29.85,Aug 2015,5.22,79,,8,Interactive Story,Must claim on a PS5,No,
Persona 5,PS5/PS4,Essential (PS+ Collection),Removed,Nov 2020,May 2022,17.92,Sep 2016,4.13,93,,98,RPG,,No,
100ft Robot Golf,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2017,Jun 2022,57.37,Sep 2017,0.00,56,,,,,No,
A Bastard's Tale,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2016,Jun 2022,68.38,Oct 2016,0.00,48,,,,,No,
A Boy and His Blob,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2016,Jun 2022,77.39,Jan 2016,0.00,66,,,,,No,
Aces of the Luftwaffe,PS5/PS4,Playstation Now (Discontinued),Removed,May 2015,Jun 2022,85.45,May 2015,0.00,35,,,,,No,
Act It Out! A Game Of Charades,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2016,Jun 2022,77.39,Jan 2016,0.00,,,,,,No,
Active Soccer 2 DX,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2016,Jun 2022,75.42,Mar 2016,0.00,53,,,,,No,
Adam's Venture: Origins,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2016,Jun 2022,74.40,Apr 2016,0.00,53,,,,,No,
Adventure Time: Pirates of the Enchiridion,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2018,Jun 2022,47.41,Jul 2018,0.00,66,,,,,No,
Aegis of Earth: Protonovus Assault,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2016,Jun 2022,75.42,Mar 2016,0.00,57,,,,,No,
AKIBA'S BEAT,PS5/PS4,Playstation Now (Discontinued),Removed,May 2017,Jun 2022,61.41,May 2017,0.00,55,,,,,No,
Alchemic Jousts,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2016,Jun 2022,67.36,Nov 2016,0.00,65,,,,,No,
Alex Kidd in Miracle World,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Altered Beast,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2009,Jun 2022,156.46,Jun 2009,0.00,40,,,,,No,
Amazing Discoveries in Outer Space,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2016,Jun 2022,76.37,Feb 2016,0.00,71,,,,,No,
Amnesia: Collection,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Anodyne,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2018,Jun 2022,46.39,Aug 2018,0.00,70,,,,,No,
Anomaly 2,PS5/PS4,Playstation Now (Discontinued),Removed,May 2013,Jun 2022,109.45,May 2013,0.00,74,,,,,No,
Another World: 20th Anniversary Edition,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2014,Jun 2022,91.40,Nov 2014,0.00,53,,,,,No,
ArcaniA - The Complete Tale,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Asdivine Hearts,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2016,Jun 2022,74.40,Apr 2016,0.00,57,,,,,No,
Assault Suit Leynos,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2016,Jun 2022,72.39,Jun 2016,0.00,67,,,,,No,
Assetto Corsa,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2014,Jun 2022,90.41,Dec 2014,0.00,82,,,,,No,
Azkend 2,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2018,Jun 2022,53.36,Jan 2018,0.00,68,,,,,No,
Back to Bed,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2015,Jun 2022,82.42,Aug 2015,0.00,57,,,,,No,
Backgammon Blitz,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2014,Jun 2022,98.43,Apr 2014,0.00,60,,,,,No,
Bard's Gold,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Baseball Riot,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2015,Jun 2022,78.41,Dec 2015,0.00,62,,,,,No,
Battalion Commander,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2016,Jun 2022,66.38,Dec 2016,0.00,50,,,,,No,
Battle Worlds: Kronos,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Battlefield 4,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2013,Jun 2022,103.40,Nov 2013,0.00,85,,,,PS5/PS4,No,
Battlefield Hardline,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Ben 10,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2017,Jun 2022,55.36,Nov 2017,0.00,56,,,,,No,
Bentley's Hackpack,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2013,Jun 2022,112.37,Feb 2013,0.00,70,,,,PS3,No,
Blasphemous: Wounds of Eventide,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
BlazBlue: Central Fiction,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2016,Jun 2022,67.36,Nov 2016,0.00,84,,,,,No,
BlazBlue: Chrono Phantasma EXTEND,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
BlazeRush,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Blood Bowl 2,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2015,Jun 2022,81.40,Sep 2015,0.00,76,,,,,No,
Bodycount,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2011,Jun 2022,130.45,Aug 2011,0.00,50,,,,PS3,No,
Bokosuka Wars II,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2017,Jun 2022,56.38,Oct 2017,0.00,,,,,,No,
Bomberman Ultra,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2009,Jun 2022,156.46,Jun 2009,0.00,81,,,,PS3,No,
Bombing Busters,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2015,Jun 2022,81.40,Sep 2015,0.00,60,,,,,No,
Braid,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2009,Jun 2022,151.43,Nov 2009,0.00,93,,,,PS3,No,
Brave,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Brick Breaker,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2016,Jun 2022,74.40,Apr 2016,0.00,50,,,,,No,
Bridge Constructor,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2018,Jun 2022,51.42,Mar 2018,0.00,78,,,,,No,
Broken Age,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,101.39,Jan 2014,0.00,81,,,,,No,
BRUT@L,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2016,Jun 2022,70.39,Aug 2016,0.00,67,,,,,No,
Burn Zombie Burn: The Diarrhea Bundle,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
CAPCOM ARCADE CABINET,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2013,Jun 2022,112.37,Feb 2013,0.00,69,,,,PS3,No,
Castle Invasion: Throne Out,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2016,Jun 2022,69.37,Sep 2016,0.00,,,,,,No,
CastleStorm Definitive Edition,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2014,Jun 2022,93.40,Sep 2014,0.00,74,,,,,No,
Catherine,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2011,Jun 2022,131.47,Jul 2011,0.00,79,,,,PS3,No,
Choplifter HD,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2012,Jun 2022,125.42,Jan 2012,0.00,71,,,,PS3,No,
Chronicles of Teddy: Harmony of Exidus,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2015,Jun 2022,86.43,Apr 2015,0.00,79,,,,,No,
Clockwork Tales: Of Glass and Ink,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2016,Jun 2022,77.39,Jan 2016,0.00,70,,,,,No,
Comix Zone,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2009,Jun 2022,156.46,Jun 2009,0.00,71,,,,PS3,No,
Costume Quest 2,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2014,Jun 2022,92.42,Oct 2014,0.00,74,,,,,No,
Counter Spy,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2014,Jun 2022,94.42,Aug 2014,0.00,67,,,,,No,
Crazy Taxi,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2010,Jun 2022,139.43,Nov 2010,0.00,60,,,,PS3,No,
Crimsonland,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2014,Jun 2022,95.44,Jul 2014,0.00,64,,,,,No,
DARK ARCANA: THE CARNIVAL,PS5/PS4,Playstation Now (Discontinued),Removed,May 2017,Jun 2022,61.41,May 2017,0.00,68,,,,,No,
Day of the Tentacle Remastered,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2016,Jun 2022,75.42,Mar 2016,0.00,84,,,,,No,
de Blob,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2017,Jun 2022,55.36,Nov 2017,0.00,65,,,,,No,
de Blob 2,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2011,Jun 2022,136.41,Feb 2011,0.00,74,,,,PS3,No,
Dead Island: Retro Revenge,PS5/PS4,Playstation Now (Discontinued),Removed,May 2016,Jun 2022,73.41,May 2016,0.00,65,,,,,No,
Dead Island: Riptide,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Dead Island: Definitive Edition,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Dead Space 3,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2013,Jun 2022,112.37,Feb 2013,0.00,76,,,,PS3,No,
Dead to Rights: Retribution,PS5/PS4,Playstation Now (Discontinued),Removed,Apr 2010,Jun 2022,146.47,Apr 2010,0.00,60,,,,PS3,No,
DeathSpank: The Baconing,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Desert Child,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2018,Jun 2022,43.36,Nov 2018,0.00,60,,,,,No,
Destroy All Humans!,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Destroy All Humans! 2,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2006,Jun 2022,188.48,Oct 2006,0.00,74,,,,PS3,No,
DiRT 4,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2017,Jun 2022,60.39,Jun 2017,0.00,86,,,,,No,
DiRT Rally,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2015,Jun 2022,78.41,Dec 2015,0.00,86,,,,,No,
Dishonored,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2012,Jun 2022,116.42,Oct 2012,0.00,89,,,,PS3,No,
Doki-Doki Universe,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2013,Jun 2022,102.41,Dec 2013,0.00,71,,,,,No,
Don Bradman Cricket 14,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2014,Jun 2022,96.43,Jun 2014,0.00,73,,,,PS3,No,
Ducati: 90th Anniversary,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2016,Jun 2022,72.39,Jun 2016,0.00,60,,,,,No,
Dynamite Fishing World Games,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2016,Jun 2022,71.41,Jul 2016,0.00,50,,,,,No,
Escape Plan,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2013,Jun 2022,102.41,Dec 2013,0.00,73,,,,,No,
Everybody's Gone to the Rapture,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2015,Jun 2022,82.42,Aug 2015,0.00,78,,,,,No,
Everyday Shooter,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Exile's End,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Exist Archive: The Other Side of the Sky,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2016,Jun 2022,68.38,Oct 2016,0.00,69,,,,,No,
Extreme Exorcism,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2015,Jun 2022,81.40,Sep 2015,0.00,74,,,,,No,
F1 2014,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2014,Jun 2022,92.42,Oct 2014,0.00,62,,,,PS3,No,
F1 2015,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2015,Jun 2022,83.44,Jul 2015,0.00,64,,,,,No,
F1 2016,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2016,Jun 2022,70.39,Aug 2016,0.00,85,,,,,No,
F1 2017,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2017,Jun 2022,58.39,Aug 2017,0.00,86,,,,,No,
Fairy Fencer F: Advent Dark Force,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Farming Simulator,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Farming Simulator 19,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2018,Jun 2022,43.36,Nov 2018,0.00,75,,,,,No,
Fat Princess Adventures,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2015,Jun 2022,78.41,Dec 2015,0.00,63,,,,,No,
Fighting Vipers,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2012,Jun 2022,115.40,Nov 2012,0.00,71,,,,PS3,No,
Firefighters: The Simulation,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2017,Jun 2022,65.36,Jan 2017,0.00,30,,,,,No,
Firewatch,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
fLOW,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2013,Jun 2022,102.41,Dec 2013,0.00,71,,,,PS3,No,
Flower,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2009,Jun 2022,160.41,Feb 2009,0.00,87,,,,PS3,No,
Forestry 2017: The Simulation,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2016,Jun 2022,68.38,Oct 2016,0.00,50,,,,,No,
Gal*Gun: Double Peace,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2016,Jun 2022,70.39,Aug 2016,0.00,64,,,,,No,
Galaga Legions DX,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2011,Jun 2022,130.45,Aug 2011,0.00,72,,,,PS3,No,
Gem Smashers,PS5/PS4,Playstation Now (Discontinued),Removed,May 2017,Jun 2022,61.41,May 2017,0.00,70,,,,,No,
Go! Puzzle,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2007,Jun 2022,180.49,Jun 2007,0.00,62,,,,PS3,No,
God Eater 2: Rage Burst,PS5/PS4,Playstation Now (Discontinued),Removed,Aug 2016,Jun 2022,70.39,Aug 2016,0.00,69,,,,,No,
God Eater: Resurrection,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2016,Jun 2022,72.39,Jun 2016,0.00,70,,,,,No,
God of War: Chains of Olympus,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2008,Jun 2022,171.48,Mar 2008,0.00,91,,,,PS3,No,
God of War: Ghost of Sparta,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2010,Jun 2022,140.45,Oct 2010,0.00,86,,,,PS3,No,
Golden Axe,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2008,Jun 2022,164.45,Oct 2008,0.00,44,,,,PS3,No,
Grand Kingdom,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2015,Jun 2022,79.40,Nov 2015,0.00,78,,,,,No,
Grand Theft Auto III: The Definitive Edition,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Grand Theft Auto: Vice City - The Definitive Edition,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Gravity Crash,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2009,Jun 2022,152.45,Oct 2009,0.00,73,,,,PS3,No,
